"Nama","Alamat","No. Telp","Website","Jenis Entitas","Jenis Kegiatan","Tgl Input","Keterangan"
"URL Facebook","https://www.facebook.com/groups/953034328404053/posts/2120044715036336","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/953438759446356/posts/1141580223965541","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/988396059956038","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/989066759888968","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/989583449837299","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/990951423033835","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/994162579379386","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/995655875896723","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/996380649157579","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/997224452406532","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/998011215661189","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/955616169900694/posts/998898795572431","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"Jupiter Jr.","https://www.facebook.com/groups/961522243870208/posts/6583721794983530","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","24/06/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/970165343692115/posts/1508029946572316/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"Ell Niee","https://www.facebook.com/groups/974017753501551/posts/1407773256792663/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","28/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/974017753501551/posts/1532221131014541/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/02/2025","SP 1/STPASTI/I/2025"
"El Liza Tata","https://www.facebook.com/groups/984662422610298/posts/1002594220817118/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/985837176137205/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/groups/989245438636807/posts/1255910648636950","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/989245438636807/posts/1255910648636950/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/989245438636807/posts/1262495541311794","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/989245438636807/posts/1365675430993804","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/banguntangerang/posts/1229817774765605","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/benjeng/posts/6603769809670708","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/benjeng/posts/7285808338133515","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/buaya138slot/posts/1450979102101869","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/buaya138slot/posts/1456316171568162","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/buaya138slot/posts/1456865684846544","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/buaya138slot/posts/1457404658125980","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/351682797803624/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/360079640297273/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"Rasidin","https://www.facebook.com/groups/cepatcair/posts/378363185135585/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Bella Arsiawati","https://www.facebook.com/groups/cepatcair/posts/378965965075307/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Makassar Bisatonji","https://www.facebook.com/groups/cepatcair/posts/379441958361041/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Uncu Piliang","https://www.facebook.com/groups/cepatcair/posts/379591455012758/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Rina Rahmawati Neng Rina","https://www.facebook.com/groups/cepatcair/posts/380051638300073/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Nexfly Putra","https://www.facebook.com/groups/cepatcair/posts/380192678285969/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/391068583865045/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/394251283546775/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/394936713478232/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/cepatcair/posts/395452590093311/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/danatunaibekasi/posts/3653151704954832","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-4/STPASTI/IV/2024"
"Haryaningsih","https://www.facebook.com/groups/jalurterlarang/posts/3143247075933268","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","24/06/2024","SP 4/STPASTI/VI/2024"
"Kurnia Ridha","https://www.facebook.com/groups/jalurterlarang/posts/3538909369700368","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","24/06/2024","SP 4/STPASTI/VI/2024"
"nurjannah","https://www.facebook.com/groups/JualBeliKotaBatu/posts/7075652529177968/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","28/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/kabarsuradadi/posts/7098043563596144/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/groups/kulinerkediri/posts/3765796980349612","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/pasarlingga/posts/2691138847720123","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/pinjaman.dan.tunai.makassar/posts/1506894256613 085/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/rekomendasipssiofc/posts/7727966513932351","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/rekomendasipssiofc/posts/7820586744670327","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/relawananiesbaswedan2024/posts/3201040013522152","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/relawananiesbaswedan2024/posts/3226867794272707","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Pinjaman Online","https://www.facebook.com/groups/umbununuChanel/posts/25000958882850898/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","16/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/warga.cikarang/posts/10159945266628657","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/www.grubgalau/posts/8020352784641991","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/iin.nasikhin.94/posts/1504725534256776","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 8/STPASTI/XI/2024"
"URL Facebook","https://www.facebook.com/neneng.l.ramdhani/posts/837552264685439","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/nyong.kaesar/posts/669186921925830","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/09/2023","SP-07/STPAKI/IX/2023"
"https://www.facebook.com/permalink.php?story_fbid=112810911767538&id=100091158889923","https://www.facebook.com/permalink.php?story_fbid=112810911767538&id=100091158889923","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/07/2023","Siaran Pers Nomor: SP 03/SWI/VII/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=1182184068633528&id=1118855824966353","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=119879037737941&id=100091475365694","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=1198996730285595&id=1118855824966353","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122094103706133119&id=61553993571651","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122097673286081533&id=61552445995641","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"Indah Sabila","https://www.facebook.com/permalink.php?story_fbid=122100438530250174&id=61557505229438","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","24/06/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122100438530250174&id=61557505229438","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122108496488274183&id=61558225512437","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122113453088073373&id=61552201192157","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"Url Facebook","https://www.facebook.com/permalink.php?story_fbid=122114282462007911&id=61550237330962&ref=embed_post","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122119909286004209&id=61550126297625&ref=embed_post","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122155807724084789&id=6155254 3674246","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122163968126141338&id=61554240165436","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","22/12/2024","SP 8/STPASTI/XI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=122171921762144015&id=61554320468395","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","22/12/2024","SP 8/STPASTI/XI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=129136193487906&id=100091745760572","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=130838693281062&id=100090647944396&ref=embed_post","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"https://www.facebook.com/permalink.php?story_fbid=138673555859669&id=100091510752036","https://www.facebook.com/permalink.php?story_fbid=138673555859669&id=100091510752036","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"https://www.facebook.com/permalink.php?story_fbid=181491071532103&id=100090136338868","https://www.facebook.com/permalink.php?story_fbid=181491071532103&id=100090136338868","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=208143495594697&id=100091971421066","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=254890020696926&id=100085277904622","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=301012955910635&id=1000800579 79148","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"Ahmad Samsuddin","https://www.facebook.com/permalink.php?story_fbid=385711984312783&id=100086219537190","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","24/06/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=385711984312783&id=100086219537190","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/permalink.php?story_fbid=437033662454484&id=1000844356 02196","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
